neighbourhood,stadsdeel,lat,long
Centrum-Oost,Centrum,52.36353170753051,4.886822988820503
Centrum-Oost,Centrum,52.36237221350246,4.891158125600389
Centrum-Oost,Centrum,52.364215190533066,4.890875279553892
Centrum-Oost,Centrum,52.36521960043601,4.900348135108775
Centrum-Oost,Centrum,52.37016246441194,4.912806887947398
Centrum-Oost,Centrum,52.360634979627626,4.906483170674907
Centrum-Oost,Centrum,52.371526041315484,4.900069738635627
Centrum-Oost,Centrum,52.364930968294246,4.8807119554533
Centrum-Oost,Centrum,52.36481381993438,4.8842763605813975
Centrum-Oost,Centrum,52.363931629679506,4.906677751001088
Centrum-Oost,Centrum,52.359414478052976,4.893850425026046
Centrum-Oost,Centrum,52.362863156350535,4.893128709959516
Centrum-Oost,Centrum,52.36548371042257,4.899114053335643
Centrum-Oost,Centrum,52.3698597030998,4.904750550810671
Centrum-Oost,Centrum,52.371131185642525,4.909833926781325
Centrum-Oost,Centrum,52.371856721562736,4.904542510317476
Centrum-Oost,Centrum,52.372648266567005,4.902824665255759
Centrum-Oost,Centrum,52.36395988136652,4.884447629312615
Centrum-Oost,Centrum,52.36017095284322,4.892948796312446
Centrum-Oost,Centrum,52.36504893418067,4.883553652113223
Centrum-Oost,Centrum,52.36041818858615,4.901331120123217
Centrum-Oost,Centrum,52.36900603859643,4.930743108670631
Centrum-Oost,Centrum,52.3691241862778,4.906996806601451
Centrum-Oost,Centrum,52.35898754512939,4.897268698023439
Centrum-Oost,Centrum,52.365988168874,4.9241599956674085
Centrum-Oost,Centrum,52.36278195980269,4.892069268824509
Centrum-Oost,Centrum,52.36835101492164,4.924069390070279
Centrum-Oost,Centrum,52.36711756464895,4.926237676257241
Centrum-Oost,Centrum,52.36967038485665,4.900045390612524
Centrum-Oost,Centrum,52.371804663556695,4.906125814554588
Centrum-Oost,Centrum,52.374714415851976,4.906535244527924
Centrum-Oost,Centrum,52.36187075783848,4.907404177677814
Centrum-Oost,Centrum,52.367540004691335,4.911088668591023
Centrum-Oost,Centrum,52.37184089282754,4.90744517436989
Centrum-Oost,Centrum,52.363056729273104,4.905886013768719
Centrum-Oost,Centrum,52.3621700804918,4.903927118792878
Centrum-Oost,Centrum,52.36400824482982,4.885605111289835
Centrum-Oost,Centrum,52.3652843898044,4.910709551759089
Centrum-Oost,Centrum,52.365114799497725,4.8827596325706075
Centrum-Oost,Centrum,52.364710602311256,4.906769174164775
Centrum-Oost,Centrum,52.37121034360116,4.9094233493736406
Centrum-Oost,Centrum,52.363290620268856,4.887617021369009
Centrum-Oost,Centrum,52.36677406237373,4.903735804964092
Centrum-Oost,Centrum,52.36414417583807,4.893046886230606
Centrum-Oost,Centrum,52.36009754252609,4.8942406984448
Centrum-Oost,Centrum,52.363648643992796,4.9166955614690435
Centrum-Oost,Centrum,52.374860354392446,4.903274795081932
Centrum-Oost,Centrum,52.375420691262974,4.904036952206917
Centrum-Oost,Centrum,52.36158414253933,4.900983889075217
Centrum-Oost,Centrum,52.36377979946454,4.889925304704799
Centrum-Oost,Centrum,52.361433671100194,4.893755779805582
Centrum-Oost,Centrum,52.362192612767025,4.909718860424289
Centrum-Oost,Centrum,52.37117226898974,4.900137795248029
Centrum-Oost,Centrum,52.36212215709312,4.8981775952299
Centrum-Oost,Centrum,52.366759883293454,4.921209654616544
Centrum-Oost,Centrum,52.35906721101416,4.896005241104739
Centrum-Oost,Centrum,52.367172325328575,4.903844054689676
Centrum-Oost,Centrum,52.36132979258033,4.893870573439251
Centrum-Oost,Centrum,52.36468519130561,4.904136309641358
Centrum-Oost,Centrum,52.36146459839772,4.888646936213524
Centrum-Oost,Centrum,52.37167402915019,4.922946622029561
Centrum-Oost,Centrum,52.363048944692125,4.909387192705408
Centrum-Oost,Centrum,52.361867557274714,4.889069208792407
Centrum-Oost,Centrum,52.369868634913274,4.923113149456644
Centrum-Oost,Centrum,52.37437768625043,4.901622853707508
Centrum-Oost,Centrum,52.36695700351676,4.928248924262341
Centrum-Oost,Centrum,52.358521896535784,4.891647525491909
Centrum-Oost,Centrum,52.37478857241094,4.902738883513547
Centrum-Oost,Centrum,52.37363472792649,4.90360351382901
Centrum-Oost,Centrum,52.36461491600287,4.9095440412208955
Centrum-Oost,Centrum,52.363435061294766,4.886931969406851
Centrum-Oost,Centrum,52.36239600470299,4.893723202112039
Centrum-Oost,Centrum,52.36966177341754,4.924937577796467
Centrum-Oost,Centrum,52.365522414196164,4.8835836546232985
Centrum-Oost,Centrum,52.360981095527826,4.910205209085739
Centrum-Oost,Centrum,52.372409479364485,4.918464796971134
Centrum-Oost,Centrum,52.36190508201009,4.8880500368665825
Centrum-Oost,Centrum,52.36247198166842,4.8907262961374895
Centrum-Oost,Centrum,52.364683267344596,4.900836182300174
Centrum-Oost,Centrum,52.36094240870833,4.893749152420081
Centrum-Oost,Centrum,52.364454134521644,4.902241053959581
Centrum-Oost,Centrum,52.37171057949906,4.90888845325751
Centrum-Oost,Centrum,52.37159385663257,4.931081448141324
Centrum-Oost,Centrum,52.367295236415664,4.928636232967084
Centrum-Oost,Centrum,52.36472988834214,4.88599374232255
Centrum-Oost,Centrum,52.36197645472426,4.90544747340859
Centrum-Oost,Centrum,52.3606380416373,4.892718162750258
Centrum-Oost,Centrum,52.36513246667161,4.908371799288464
Centrum-Oost,Centrum,52.35968822231245,4.902598086793576
Centrum-Oost,Centrum,52.36880518317076,4.90952770863525
Centrum-Oost,Centrum,52.36328294691259,4.907867893234624
Centrum-Oost,Centrum,52.365273310766206,4.901425302114936
Centrum-Oost,Centrum,52.36828214427665,4.917072319883055
Centrum-Oost,Centrum,52.366954355167245,4.902359685073612
Centrum-Oost,Centrum,52.36537079077625,4.911327614917481
Centrum-Oost,Centrum,52.37658260545469,4.912560000646882
Centrum-Oost,Centrum,52.36392925002505,4.898180335228467
Centrum-Oost,Centrum,52.3717572186151,4.9287867982126246
Centrum-Oost,Centrum,52.36437765944613,4.90742599744686
Centrum-Oost,Centrum,52.36391524412944,4.89885764321063
Centrum-Oost,Centrum,52.364590493350626,4.885590959757478
Centrum-Oost,Centrum,52.36130560844395,4.910701204512604
Centrum-Oost,Centrum,52.3608203628523,4.902704940559527
Centrum-Oost,Centrum,52.362671449982784,4.8900504003900584
Centrum-Oost,Centrum,52.369740915724606,4.926852111570149
Centrum-Oost,Centrum,52.366615848223894,4.897547422530385
Centrum-Oost,Centrum,52.3604898066029,4.896724785835022
Centrum-Oost,Centrum,52.3644299118264,4.900011642929403
Centrum-Oost,Centrum,52.3707453731901,4.931646961193456
Centrum-Oost,Centrum,52.367794440255075,4.8990659686082525
Centrum-Oost,Centrum,52.364374007288205,4.882344991562395
Centrum-Oost,Centrum,52.36465544837006,4.90194306279543
Centrum-Oost,Centrum,52.36966621776701,4.897765651736063
Centrum-Oost,Centrum,52.37537549818237,4.916376372556411
Centrum-Oost,Centrum,52.362178687592866,4.889157633135826
Centrum-Oost,Centrum,52.36340386686523,4.885244560024176
Centrum-Oost,Centrum,52.36188379821885,4.90157640616474
Centrum-Oost,Centrum,52.36856164353529,4.897042775685635
Centrum-Oost,Centrum,52.36710911695095,4.904484955706704
Centrum-Oost,Centrum,52.36321755165331,4.906643512031204
Centrum-Oost,Centrum,52.363376990756194,4.889819101424207
Centrum-Oost,Centrum,52.36424999301559,4.88638207926868
Centrum-Oost,Centrum,52.36200262783104,4.885335836963573
Centrum-Oost,Centrum,52.36102784221194,4.8928346378746195
Centrum-Oost,Centrum,52.36603513362988,4.882695243450454
Centrum-Oost,Centrum,52.36565067733345,4.909689917244842
Centrum-Oost,Centrum,52.37011965776891,4.905835407115006
Centrum-Oost,Centrum,52.363790123194555,4.890543982050987
Centrum-Oost,Centrum,52.363347578838095,4.900102115256658
Centrum-Oost,Centrum,52.35972807002335,4.889838007871908
Centrum-Oost,Centrum,52.36649652072866,4.897331512512429
Centrum-Oost,Centrum,52.36098396340447,4.899578381344915
Centrum-Oost,Centrum,52.35835007852669,4.8992586816000845
Centrum-Oost,Centrum,52.370610197563636,4.909894425150471
Centrum-Oost,Centrum,52.36141652526097,4.887516942331083
Centrum-Oost,Centrum,52.36353288898812,4.908973058064189
Centrum-Oost,Centrum,52.37202200791337,4.919213550004017
Centrum-Oost,Centrum,52.36294969556131,4.916698177197169
Centrum-Oost,Centrum,52.369416794935795,4.913372200806711
Centrum-Oost,Centrum,52.37206578076953,4.930812736892267
Centrum-Oost,Centrum,52.361436354170436,4.895450921595028
Centrum-Oost,Centrum,52.366051519196496,4.888601789146676
Centrum-Oost,Centrum,52.362930656365975,4.907379087600966
Centrum-Oost,Centrum,52.359724789172,4.8934720709293185
Centrum-Oost,Centrum,52.361065840817076,4.9095539586784875
Centrum-Oost,Centrum,52.36227806411456,4.907953472531503
Centrum-Oost,Centrum,52.364695120319944,4.907600212109949
Centrum-Oost,Centrum,52.364662281765575,4.8885143233089945
Centrum-Oost,Centrum,52.36526817875359,4.901350495103726
Centrum-Oost,Centrum,52.36121272345554,4.891552565492616
Centrum-Oost,Centrum,52.36262089837325,4.899849599905003
Centrum-Oost,Centrum,52.35820921608916,4.895939637360107
Centrum-Oost,Centrum,52.36289759041627,4.897257213080737
Centrum-Oost,Centrum,52.36332870156423,4.899280365402521
Centrum-Oost,Centrum,52.37306522176129,4.920894500793912
Centrum-Oost,Centrum,52.359335457116885,4.894155295566974
Centrum-Oost,Centrum,52.369104341113875,4.924132289115329
Centrum-Oost,Centrum,52.36600390408244,4.898828123251363
Centrum-Oost,Centrum,52.3711921472288,4.911421588900169
Centrum-Oost,Centrum,52.37003981402923,4.913213489048058
Centrum-Oost,Centrum,52.366067227568855,4.921958059270872
Centrum-Oost,Centrum,52.3652739009067,4.886042390145158
Centrum-Oost,Centrum,52.370880334492135,4.899925075512029
Centrum-Oost,Centrum,52.35923863652013,4.897569520405841
Centrum-Oost,Centrum,52.35927457659928,4.891564687060097
Centrum-Oost,Centrum,52.37097750276216,4.922010889340415
Centrum-Oost,Centrum,52.36967444901119,4.931653491032634
Centrum-Oost,Centrum,52.360092579387,4.894611813107176
Centrum-Oost,Centrum,52.37220348817348,4.930642430808075
Centrum-Oost,Centrum,52.37673480419281,4.905690635230092
Centrum-Oost,Centrum,52.360897984204634,4.890852751005499
Centrum-Oost,Centrum,52.361615613388814,4.886649312107711
Centrum-Oost,Centrum,52.37120071391155,4.909924661942085
Centrum-Oost,Centrum,52.372866054729826,4.902951030855554
Centrum-Oost,Centrum,52.36110545156635,4.8918886735129155
Centrum-Oost,Centrum,52.363309145733496,4.91685036875422
Centrum-Oost,Centrum,52.36210134163571,4.905578745508272
Centrum-Oost,Centrum,52.37178088503252,4.9029184310687235
Centrum-Oost,Centrum,52.361566272705325,4.900258757211359
Centrum-Oost,Centrum,52.35958662614795,4.902267765208254
Centrum-Oost,Centrum,52.36499426455589,4.914357738042382
Centrum-Oost,Centrum,52.372589088863165,4.900799400254616
Centrum-Oost,Centrum,52.358535569620365,4.898242140802657
